filename,n_perm,null_min,null_max,null_mean,test_stat,p_value
rootedtree_131.txt,50,0.06156831064,0.1580731058,0.0831690384,0.8954854548,0
rootedtree_132.txt,50,0.009291359729,0.01753813344,0.01180280126,0.01191289886,0.44
rootedtree_133.txt,50,0.07678490724,0.1125758355,0.09072013971,0.1087414035,0.04
rootedtree_134.txt,50,0.01321375521,0.02740220618,0.01832868124,0.01862583274,0.34
rootedtree_135.txt,50,0.06877480393,0.105118573,0.09040638992,0.1511821039,0
rootedtree_136.txt,50,0.03767577986,0.9544683693,0.1142347825,1.901391139,0
rootedtree_137.txt,50,0.01008708594,0.01732190336,0.01359979121,0.01484379129,0.24
rootedtree_138.txt,50,0.009890200635,0.0167552653,0.01221141193,0.01201365627,0.5
rootedtree_139.txt,50,0.06614456923,0.1118547049,0.08609995096,0.1213333631,0
rootedtree_140.txt,50,0.05368509599,0.09377115055,0.07181728765,0.08097606565,0.14
rootedtree_141.txt,50,0.01408966506,0.02064507716,0.01642135912,0.01620916704,0.48
rootedtree_142.txt,50,0.03929304358,0.09454436981,0.05812672099,0.06018270203,0.38
rootedtree_143.txt,50,0.008389320495,0.01533951019,0.01182455986,0.01390930635,0.02
rootedtree_144.txt,50,0.06915424983,0.1168565176,0.08746022782,0.4187161752,0
rootedtree_145.txt,50,0.07795751722,0.1046072469,0.08923139872,0.1143435801,0
rootedtree_146.txt,50,0.008026250368,0.01287141998,0.01027891479,0.009982059909,0.6
rootedtree_147.txt,50,0.06637023532,0.09995249904,0.08223824107,0.09485060901,0.08
rootedtree_148.txt,50,0.05834734282,0.1017104202,0.08082003811,0.0974887213,0.02
rootedtree_149.txt,50,0.009983013331,0.01719019832,0.01267076806,0.01400945058,0.18
rootedtree_150.txt,50,0.0685300717,0.1139081817,0.08213050641,0.1214585053,0
rootedtree_151.txt,50,0.06409565074,0.1174041446,0.08450105194,0.1201408882,0
rootedtree_152.txt,50,0.04039860726,0.1301083168,0.06048005003,0.07581842575,0.16
rootedtree_153.txt,50,0.01218676781,0.02086431899,0.01680029518,0.01882072291,0.18
rootedtree_154.txt,50,0.07468250267,0.1237288206,0.0919772446,0.1343801233,0
rootedtree_155.txt,50,0.0668019237,0.1182982451,0.08413112276,0.1054446987,0.04
rootedtree_156.txt,50,0.009655840208,0.01544869759,0.01185690849,0.01186370621,0.4
rootedtree_157.txt,50,0.06712753562,0.1048163491,0.08272413499,0.3435943059,0
rootedtree_158.txt,50,0.07943981904,0.116877784,0.0949099318,0.1906446445,0
rootedtree_159.txt,50,0.008576326284,0.01554857825,0.0113419115,0.01304041534,0.12
rootedtree_160.txt,50,0.0756940115,0.111037893,0.0910105087,0.1276785437,0
rootedtree_161.txt,50,0.0660810037,0.1258204991,0.0859394155,0.3968491557,0
rootedtree_162.txt,50,0.0561517519,0.1333907862,0.07661079123,0.1017111564,0.06
rootedtree_163.txt,50,0.01293350946,0.02925561707,0.01755780975,0.02168118695,0.08
rootedtree_164.txt,50,0.01245510337,0.02441259467,0.01595578452,0.01393604196,0.78
rootedtree_165.txt,50,0.06813623957,0.1164544935,0.0884599409,0.2665401683,0
rootedtree_166.txt,50,0.06775392565,0.1109918856,0.08660435291,0.2980487502,0
rootedtree_167.txt,50,0.07647317239,0.10731134,0.08989402736,0.1365744937,0
rootedtree_168.txt,50,0.009627000273,0.01467450962,0.01190746591,0.01101377605,0.76
rootedtree_169.txt,50,0.06944196009,0.1055884487,0.08435717871,0.3581539021,0
rootedtree_170.txt,50,0.01068774084,0.01672823473,0.01421508915,0.01570392788,0.2
rootedtree_171.txt,50,0.07237807333,0.1224742499,0.08790046035,0.17420913,0
rootedtree_172.txt,50,0.0665036549,0.1239222685,0.08346498153,0.1404885862,0
rootedtree_173.txt,50,0.07377026197,0.1198021222,0.09169444571,0.1930088299,0
rootedtree_174.txt,50,0.06878740515,0.1185210188,0.08813020399,0.1206036497,0
